"Gene","Module"
"SLU7",1
"SLX4",0
"SLX4IP",0
"SMAD1",11
"SMAD2",1
"SMAD3",2
"SMAD4",0
"SMAD5",3
"SMAD6",0
"SMAD7",0
"SMAD9",0
"SMAD9-IT1",0
"SMAGP",0
"SMAP1",0
"SMAP2",0
"SMARCA1",0
"SMARCA2",0
"SMARCA4",2
"SMARCA5",0
"SMARCA5-AS1",0
"SMARCAD1",3
"SMARCAL1",3
"SMARCB1",3
"SMARCC1",2
"SMARCC2",1
"SMARCD1",35
"SMARCD2",0
"SMARCD3",0
"SMARCE1",0
"SMARCE1P1",0
"SMC1A",1
"SMC1B",0
"SMC2",5
"SMC3",0
"SMC4",1
"SMC5",0
"SMC5-DT",0
"SMC6",3
"SMCHD1",4
"SMCO2",0
"SMCO4",0
"SMCR5",1
"SMCR8",1
"SMDT1",0
"SMG1",1
"SMG1P1",0
"SMG1P2",0
"SMG1P3",1
"SMG1P4",0
"SMG1P5",1
"SMG1P6",1
"SMG1P7",1
"SMG5",0
"SMG6",1
"SMG7",34
"SMG7-AS1",1
"SMG8",0
"SMG9",0
"SMIM10",3
"SMIM10L1",1
"SMIM10L2B",1
"SMIM12",1
"SMIM13",2
"SMIM14",6
"SMIM15",0
"SMIM15-AS1",1
"SMIM17",0
"SMIM18",0
"SMIM19",0
"SMIM20",0
"SMIM23",1
"SMIM24",1
"SMIM26",0
"SMIM27",0
"SMIM29",0
"SMIM2-AS1",1
"SMIM3",5
"SMIM30",3
"SMIM33",0
"SMIM38",1
"SMIM4",0
"SMIM5",1
"SMIM7",26
"SMIM8",3
"SMKR1",1
"SMN1",0
"SMN2",0
"SMNDC1",1
"SMO",0
"SMOC1",6
"SMOC2",1
"SMOX",0
"SMPD1",0
"SMPD2",2
"SMPD3",1
"SMPD4",0
"SMPD4BP",0
"SMPD4P1",1
"SMPDL3A",0
"SMPDL3B",0
"SMS",3
"SMTN",0
"SMTNL2",12
"SMU1",13
"SMUG1",2
"SMURF1",1
"SMURF2",0
"SMYD2",8
"SMYD3",38
"SMYD4",2
"SMYD5",3
"SNAI1",0
"SNAI2",0
"SNAI3",0
"SNAI3-AS1",0
"SNAP23",1
"SNAP25",1
"SNAP25-AS1",1
"SNAP29",3
"SNAP47",0
"SNAP91",0
"SNAPC1",0
"SNAPC2",0
"SNAPC3",3
"SNAPC4",2
"SNAPC5",0
"SNAPIN",3
"SNCA",7
"SNCA-AS1",1
"SNCAIP",1
"SNCG",0
"SND1",2
"SND1-IT1",15
"SNED1",1
"SNED1-AS1",1
"SNF8",2
"SNHG1",0
"SNHG10",1
"SNHG11",0
"SNHG12",0
"SNHG14",14
"SNHG15",2
"SNHG16",2
"SNHG17",0
"SNHG18",1
"SNHG19",16
"SNHG20",0
"SNHG21",16
"SNHG22",1
"SNHG25",2
"SNHG26",0
"SNHG29",1
"SNHG3",0
"SNHG30",0
"SNHG31",1
"SNHG32",3
"SNHG4",0
"SNHG5",3
"SNHG6",0
"SNHG7",0
"SNHG8",0
"SNHG9",1
"SNIP1",2
"SNN",1
"SNORA11",2
"SNORA11F",0
"SNORA12",0
"SNORA13",0
"SNORA14A",1
"SNORA14B",1
"SNORA19",0
"SNORA20",0
"SNORA22",1
"SNORA22C",14
"SNORA23",16
"SNORA28",1
"SNORA2B",0
"SNORA33",0
"SNORA35B",0
"SNORA37",16
"SNORA38",16
"SNORA38B",0
"SNORA3B",0
"SNORA46",16
"SNORA47",1
"SNORA49",16
"SNORA50A",1
"SNORA53",4
"SNORA54",16
"SNORA5A",2
"SNORA5C",16
"SNORA65",16
"SNORA66",0
"SNORA70",0
"SNORA70G",1
"SNORA71B",16
"SNORA73B",16
"SNORA74A",0
"SNORA74B",1
"SNORA74D",3
"SNORA77",16
"SNORA79B",16
"SNORA7B",16
"SNORA80A",16
"SNORA80B",16
"SNORA80D",0
"SNORA80E",1
"SNORC",1
"SNORD100",2
"SNORD101",0
"SNORD104",0
"SNORD11",0
"SNORD113-2",4
"SNORD114-11",1
"SNORD114-16",1
"SNORD114-2",1
"SNORD114-20",1
"SNORD114-21",0
"SNORD114-3",1
"SNORD114-9",1
"SNORD12C",2
"SNORD13",16
"SNORD13E",0
"SNORD14A",0
"SNORD14E",1
"SNORD15B",16
"SNORD17",1
"SNORD19",0
"SNORD19C",0
"SNORD37",2
"SNORD3A",16
"SNORD3B-1",0
"SNORD3B-2",0
"SNORD3C",16
"SNORD46",2
"SNORD53",0
"SNORD6",2
"SNORD62B",0
"SNORD67",0
"SNORD69",0
"SNORD72",0
"SNORD83A",2
"SNORD89",1
"SNORD93",0
"SNORD94",16
"SNORD99",0
"SNPH",0
"SNRK",0
"SNRK-AS1",0
"SNRNP200",3
"SNRNP25",2
"SNRNP27",0
"SNRNP35",19
"SNRNP40",3
"SNRNP48",0
"SNRNP70",2
"SNRPA",3
"SNRPA1",31
"SNRPB",2
"SNRPB2",0
"SNRPC",3
"SNRPCP4",4
"SNRPD1",3
"SNRPD2",1
"SNRPD3",0
"SNRPE",2
"SNRPF",3
"SNRPG",0
"SNRPGP10",2
"SNRPGP15",0
"SNRPGP18",1
"SNRPGP4",6
"SNRPN",2
"SNTA1",1
"SNTB1",0
"SNTB2",0
"SNU13",3
"SNUPN",0
"SNW1",13
"SNX1",0
"SNX10",1
"SNX11",2
"SNX12",3
"SNX13",0
"SNX14",1
"SNX15",0
"SNX16",1
"SNX17",2
"SNX18",24
"SNX18P7",1
"SNX18P9",0
"SNX19",1
"SNX2",0
"SNX21",0
"SNX22",28
"SNX24",3
"SNX25",0
"SNX27",3
"SNX29",0
"SNX29P1",1
"SNX3",13
"SNX30",0
"SNX31",1
"SNX32",0
"SNX33",0
"SNX4",0
"SNX5",0
"SNX6",2
"SNX7",3
"SNX8",0
"SNX9",2
"SNX9-AS1",9
"SOAT1",0
"SOBP",2
"SOCAR",1
"SOCS1",0
"SOCS2",0
"SOCS2-AS1",1
"SOCS3",0
"SOCS3-DT",0
"SOCS4",0
"SOCS5",1
"SOCS5P4",0
"SOCS6",0
"SOCS6P1",1
"SOCS7",2
"SOD1",1
"SOD1P1",1
"SOD2",2
"SOD2-OT1",0
"SOGA1",0
"SON",1
"SORBS1",1
"SORBS2",0
"SORBS3",2
"SORCS2",1
"SORD",2
"SORD2P",0
"SORL1",4
"SORT1",0
"SOS1",5
"SOS1-IT1",0
"SOS2",1
"SOSTDC1",1
"SOWAHA",1
"SOWAHB",1
"SOWAHC",1
"SOWAHD",1
"SOX11",1
"SOX12",2
"SOX13",0
"SOX15",1
"SOX17",2
"SOX18",7
"SOX2",1
"SOX2-OT",1
"SOX30",0
"SOX4",0
"SOX5",5
"SOX5-AS1",9
"SOX6",1
"SOX7",2
"SOX8",1
"SOX9-AS1",1
"SP1",5
"SP100",0
"SP110",0
"SP140",1
"SP140L",0
"SP2",2
"SP2-AS1",3
"SP2-DT",0
"SP3",0
"SP4",1
"SP6",2
"SP7",1
"SP8",6
"SPA17",0
"SPAAR",8
"SPACA3",5
"SPACA6",3
"SPACA6P-AS",1
"SPACA9",0
"SPAG1",3
"SPAG16",0
"SPAG17",0
"SPAG4",0
"SPAG5",1
"SPAG5-AS1",1
"SPAG6",1
"SPAG7",0
"SPAG8",1
"SPAG9",1
"SPANXA2-OT1",3
"SPANXB1",0
"SPANXC",5
"SPANXN1",1
"SPANXN5",1
"SPARC",0
"SPARCL1",7
"SPART",1
"SPART-AS1",0
"SPAST",3
"SPATA1",1
"SPATA12",0
"SPATA13",0
"SPATA16",1
"SPATA18",0
"SPATA19",1
"SPATA2",1
"SPATA20",0
"SPATA21",1
"SPATA22",1
"SPATA24",0
"SPATA25",3
"SPATA2L",2
"SPATA31E1",1
"SPATA32",1
"SPATA33",0
"SPATA4",1
"SPATA5",0
"SPATA5L1",2
"SPATA6",14
"SPATA6L",5
"SPATA7",4
"SPATA9",0
"SPATC1L",0
"SPATS1",1
"SPATS2",0
"SPATS2L",0
"SPC24",0
"SPCS1",2
"SPCS2",2
"SPCS3",2
"SPDEF",1
"SPDL1",2
"SPDYA",1
"SPDYE1",0
"SPDYE12P",0
"SPDYE18",1
"SPDYE21",0
"SPDYE5",0
"SPDYE6",0
"SPECC1",1
"SPECC1L",2
"SPEF2",1
"SPEG",1
"SPEM3",1
"SPEN",1
"SPESP1",0
"SPG11",1
"SPG21",1
"SPG7",0
"SPHK1",2
"SPHK2",0
"SPI1",1
"SPICE1",0
"SPIDR",25
"SPIN1",0
"SPIN2B",0
"SPIN3",3
"SPIN4",0
"SPINDOC",27
"SPINK1",5
"SPINK4",0
"SPINK5",0
"SPINT1",0
"SPINT2",0
"SPIRE1",1
"SPIRE2",1
"SPNS1",0
"SPNS2",7
"SPOCD1",0
"SPOCK1",0
"SPOCK2",1
"SPON1",1
"SPON2",1
"SPOP",0
"SPOPL",0
"SPOUT1",0
"SPP1",6
"SPPL2A",2
"SPPL2B",2
"SPPL3",1
"SPR",2
"SPRED1",0
"SPRED2",0
"SPRED3",0
"SPRING1",0
"SPRN",0
"SPRTN",1
"SPRY1",7
"SPRY2",0
"SPRY4",11
"SPRY4-AS1",1
"SPRYD3",3
"SPRYD4",27
"SPRYD7",3
"SPSB1",0
"SPSB2",3
"SPTAN1",14
"SPTB",1
"SPTBN1",25
"SPTBN2",2
"SPTBN4",1
"SPTBN5",0
"SPTLC1",0
"SPTLC1P1",0
"SPTLC2",0
"SPTLC3",0
"SPTSSA",0
"SPTY2D1",1
"SPTY2D1OS",0
"SPX",1
"SQLE",0
"SQOR",2
"SQSTM1",1
"SRA1",1
"SRBD1",3
"SRC",3
"SRCAP",9
"SRCIN1",1
"SRD5A1",3
"SRD5A3",3
"SRD5A3-AS1",0
"SRD5A3P1",1
"SREBF1",2
"SREBF2",0
"SREBF2-AS1",0
"SREK1",0
"SREK1IP1",0
"SRF",0
"SRFBP1",0
"SRGAP1",0
"SRGAP2",0
"SRGAP2B",0
"SRGAP2C",0
"SRGAP3",1
"SRGAP3-AS2",1
"SRGAP3-AS3",1
"SRGN",3
"SRI",3
"SRL",1
"SRM",2
"SRMP2",9
"SRMS",1
"SRP14",13
"SRP14-AS1",5
"SRP19",3
"SRP54",0
"SRP54-AS1",0
"SRP68",15
"SRP72",3
"SRP72P2",1
"SRP9",3
"SRPK1",3
"SRPK2",0
"SRPK3",0
"SRPRA",3
"SRPRB",2
"SRPX",0
"SRPX2",0
"SRR",0
"SRRD",3
"SRRM1",0
"SRRM2",1
"SRRM2-AS1",1
"SRRM3",0
"SRRM4",1
"SRRM5",1
"SRRT",0
"SRSF1",2
"SRSF10",0
"SRSF11",0
"SRSF12",1
"SRSF2",0
"SRSF3",0
"SRSF3P1",1
"SRSF4",0
"SRSF5",1
"SRSF6",4
"SRSF7",0
"SRSF8",3
"SRSF9",2
"SRXN1",1
"SS18",3
"SS18L1",0
"SS18L2",2
"SSB",3
"SSBP1",3
"SSBP2",1
"SSBP3",0
"SSBP3-AS1",1
"SSBP4",2
"SSC4D",1
"SSC5D",1
"SSH1",4
"SSH2",1
"SSH3",0
"SSNA1",21
"SSPN",0
"SSPOP",1
"SSR1",2
"SSR2",0
"SSR3",2
"SSR4",2
"SSR4P1",0
"SSRP1",3
"SSTR1",0
"SSTR2",0
"SSTR3",1
"SSTR4",1
"SSTR5",1
"SSTR5-AS1",1
"SSU72",0
"SSUH2",1
"SSX1",1
"SSX2IP",0
"ST13",1
"ST13P6",1
"ST14",1
"ST20",0
"ST20-AS1",2
"ST3GAL1",2
"ST3GAL1-DT",0
"ST3GAL2",2
"ST3GAL3",0
"ST3GAL4",6
"ST3GAL5",0
"ST3GAL6",0
"ST3GAL6-AS1",5
"ST6GAL1",25
"ST6GALNAC1",1
"ST6GALNAC2",6
"ST6GALNAC3",7
"ST6GALNAC4",2
"ST6GALNAC6",0
"ST7",0
"ST7-AS1",0
"ST7-AS2",1
"ST7L",0
"ST7-OT4",0
"ST8SIA1",1
"ST8SIA4",7
"ST8SIA5",1
"ST8SIA5-DT",1
"ST8SIA6",4
"ST8SIA6-AS1",15
"STAB1",2
"STAB2",1
"STAC2",1
"STAC3",1
"STAG1",1
"STAG1-DT",1
"STAG2",5
"STAG3",0
"STAG3L2",0
"STAG3L3",0
"STAG3L4",0
"STAG3L5P",0
"STAM",1
"STAM2",0
"STAM-AS1",1
"STAMBP",0
"STAMBPL1",0
"STAP2",2
"STAR",1
"STARD10",2
"STARD13",2
"STARD13-AS",0
"STARD13-IT1",0
"STARD3",21
"STARD3NL",0
"STARD4",0
"STARD4-AS1",0
"STARD5",29
"STARD7",0
"STARD7-AS1",0
"STARD8",5
"STARD9",1
"STAT1",4
"STAT2",25
"STAT3",11
"STAT4",0
"STAT5A",11
"STAT5B",11
"STAT6",1
"STATH",0
"STAU1",0
"STAU2",14
"STAU2-AS1",1
"STBD1",0
"STC1",0
"STC2",0
"STEAP1",3
"STEAP1B",3
"STEAP2",2
"STEAP3",2
"STEEP1",13
"STIL",1
"STIM1",14
"STIM2",2
"STIM2-AS1",1
"STIMATE",0
"STING1",11
"STIP1",1
"STIP1P3",1
"STK10",0
"STK11",2
"STK11IP",3
"STK16",0
"STK17A",1
"STK17B",0
"STK19",3
"STK19B",0
"STK24",3
"STK24-AS1",0
"STK25",2
"STK26",4
"STK3",1
"STK31",1
"STK32A",0
"STK32B",9
"STK32C",2
"STK33",0
"STK35",1
"STK36",3
"STK38",0
"STK38L",7
"STK39",3
"STK4",2
"STK40",0
"STK4-AS1",1
"STKLD1",0
"STMN1",1
"STMN1P1",5
"STMN3",24
"STMP1",3
"STN1",0
"STOM",0
"STOML1",0
"STOML2",2
"STON1",7
"STON2",1
"STOX1",1
"STOX2",1
"STPG1",1
"STPG2",0
"STPG3",1
"STPG3-AS1",1
"STPG4",1
"STRA6",0
"STRA6LP",0
"STRADA",1
"STRADB",27
"STRAP",0
"STRBP",3
"STRIP1",4
"STRIP2",1
"STRN",1
"STRN3",1
"STRN4",21
"STS",0
"STT3A",3
"STT3B",2
"STUB1",2
"STX10",0
"STX11",0
"STX12",0
"STX16",0
"STX16-NPEPL1",0
"STX17",25
"STX17-AS1",1
"STX18",2
"STX18-AS1",1
"STX19",0
"STX1A",0
"STX1B",0
"STX2",0
"STX3",1
"STX4",0
"STX5",1
"STX6",4
"STX7",0
"STX8",3
"STXBP1",0
"STXBP2",0
"STXBP3",0
"STXBP4",3
"STXBP5",0
"STXBP5-AS1",5
"STXBP5L",1
"STXBP6",0
"STYK1",0
"STYX",2
"STYXL1",0
"SUB1",0
"SUCLA2",2
"SUCLA2-AS1",6
"SUCLA2P1",1
"SUCLG1",0
"SUCLG2",2
"SUCLG2-AS1",0
"SUCNR1",1
"SUCO",1
"SUDS3",1
"SUDS3P1",0
"SUFU",0
"SUGCT",1
"SUGCT-AS1",1
"SUGP1",0
"SUGP2",0
"SUGT1",3
"SUGT1-DT",0
"SUGT1P1",0
"SUGT1P3",1
"SULF1",20
"SULF2",0
"SULT1A1",1
"SULT1B1",3
"SULT1C2",1
"SULT1C4",7
"SULT1D1P",1
"SULT1E1",0
"SULT2B1",1
"SUMF1",0
"SUMF2",3
"SUMO1",0
"SUMO2",2
"SUMO2P17",5
"SUMO2P8",1
"SUMO3",3
"SUMO4",1
"SUN1",5
"SUN2",0
"SUOX",3
"SUPT16H",0
"SUPT16HP1",0
"SUPT20H",3
"SUPT3H",6
"SUPT5H",26
"SUPT6H",1
"SUPT7L",5
"SUPV3L1",1
"SURF1",0
"SURF2",3
"SURF4",0
"SURF6",2
"SUSD1",0
"SUSD2",0
"SUSD4",1
"SUSD5",0
"SUSD6",2
"SUV39H1",1
"SUV39H2",2
"SUZ12",1
"SUZ12P1",1
"SV2A",1
"SVBP",0
"SVEP1",1
"SVIL",2
"SVIL2P",6
"SVIL-AS1",0
"SVIP",3
"SVOP",1
"SWAP70",0
"SWI5",5
"SWSAP1",0
"SWT1",1
"SYAP1",0
"SYBU",0
"SYCE1L",1
"SYCE2",0
"SYCP2",0
"SYCP3",0
"SYDE1",2
"SYDE2",0
"SYF2",1
"SYF2P2",1
"SYK",0
"SYMPK",0
"SYN1",1
"SYN2",0
"SYN3",1
"SYNC",0
"SYNCRIP",3
"SYNDIG1",0
"SYNDIG1L",1
"SYNE1",2
"SYNE1-AS1",0
"SYNE2",1
"SYNE3",0
"SYNE4",0
"SYNGAP1",1
"SYNGR1",0
"SYNGR2",0
"SYNGR3",0
"SYNJ1",1
"SYNJ2",0
"SYNJ2BP",3
"SYNJ2-IT1",6
"SYNM",4
"SYNPO",3
"SYNPO2",1
"SYNPO2L",1
"SYNRG",2
"SYP",1
"SYPL1",2
"SYPL2",1
"SYS1",0
"SYT1",1
"SYT11",0
"SYT14",1
"SYT15",0
"SYT16",0
"SYT17",0
"SYT2",0
"SYT5",1
"SYT6",1
"SYT7",4
"SYT9",0
"SYTL1",1
"SYTL2",1
"SYTL3",1
"SYTL4",11
"SYTL5",1
"SYVN1",0
"SZRD1",5
"SZT2",0
"TAAR1",5
"TAB1",3
"TAB2",1
"TAB3",0
"TAC1",1
"TAC3",1
"TACC1",0
"TACC2",0
"TACC3",1
"TACO1",3
"TACR1",11
"TACR2",1
"TACR3",4
"TACSTD2",0
"TADA1",1
"TADA2A",3
"TADA2B",2
"TADA3",0
"TAF1",0
"TAF10",0
"TAF11",0
"TAF11L11",1
"TAF12",2
"TAF13",0
"TAF15",0
"TAF1A",0
"TAF1A-AS1",1
"TAF1B",3
"TAF1C",2
"TAF1D",0
"TAF1L",1
"TAF2",0
"TAF3",2
"TAF4",0
"TAF4B",0
"TAF5",5
"TAF5L",0
"TAF6",2
"TAF6L",3
"TAF7",1
"TAF7L",1
"TAF8",1
"TAF9",3
"TAF9B",3
"TAFA2",1
"TAFA3",1
"TAFA5",1
"TAGAP",0
"TAGAP-AS1",0
"TAGLN",0
"TAGLN2",3
"TAGLN2P1",0
"TAGLN3",22
"TAL1",11
"TALDO1",0
"TAMALIN",0
"TAMM41",3
"TANC1",0
"TANC2",0
"TANGO2",5
"TANGO6",3
"TANK",0
"TAOK1",0
"TAOK2",2
"TAOK3",1
"TAP1",10
"TAP2",2
"TAPBP",0
"TAPBPL",0
"TAPT1",4
"TAPT1-AS1",0
"TARBP1",0
"TARBP2",2
"TARDBP",1
"TARM1",1
"TARS1",0
"TARS2",0
"TARS3",1
"TAS1R1",1
"TAS1R3",0
"TAS2R13",0
"TAS2R14",0
"TAS2R15P",0
"TAS2R18",0
"TAS2R19",0
"TAS2R20",0
"TAS2R30",0
"TAS2R31",0
"TAS2R4",1
"TAS2R43",15
"TAS2R46",0
"TAS2R5",15
"TAS2R50",0
"TAS2R64P",1
"TASOR",11
"TASOR2",0
"TASP1",1
"TAT",1
"TATDN1",3
"TATDN1P1",15
"TATDN2",0
"TATDN2P2",1
"TATDN3",3
"TAX1BP1",1
"TAX1BP1-AS1",1
"TAX1BP3",0
"TAZ",2
"TBC1D1",2
"TBC1D10A",0
"TBC1D10B",0
"TBC1D10C",0
"TBC1D12",0
"TBC1D13",1
"TBC1D14",0
"TBC1D15",5
"TBC1D16",2
"TBC1D17",5
"TBC1D19",5
"TBC1D2",0
"TBC1D20",1
"TBC1D22A",0
"TBC1D22A-AS1",1
"TBC1D22B",0
"TBC1D23",1
"TBC1D24",2
"TBC1D25",0
"TBC1D29P",1
"TBC1D2B",2
"TBC1D30",3
"TBC1D31",1
"TBC1D32",1
"TBC1D3L",0
"TBC1D3P5",1
"TBC1D4",0
"TBC1D5",3
"TBC1D7",0
"TBC1D8",1
"TBC1D8-AS1",0
"TBC1D8B",0
"TBC1D9",0
"TBC1D9B",2
"TBCA",26
"TBCB",3
"TBCC",0
"TBCCD1",1
"TBCD",2
"TBCE",0
"TBCEL",3
"TBCEL-TECTA",0
"TBCK",0
"TBILA",0
"TBK1",0
"TBKBP1",1
"TBL1X",1
"TBL1XR1",0
"TBL1XR1-AS1",0
"TBL2",1
"TBL3",2
"TBP",0
"TBPL1",1
"TBPL2",1
"TBR1",1
"TBRG1",0
"TBRG4",2
"TBX1",0
"TBX18",0
"TBX19",1
"TBX2",1
"TBX21",1
"TBX3",2
"TBX6",1
"TBXAS1",1
"TC2N",4
"TCAF1",0
"TCAF1P1",0
"TCAF2",2
"TCAIM",3
"TCAP",3
"TCEA1",2
"TCEA1P2",0
"TCEA2",0
"TCEA3",1
"TCEAL1",2
"TCEAL2",1
"TCEAL3",0
"TCEAL4",3
"TCEAL5",1
"TCEAL7",1
"TCEAL8",3
"TCEAL9",1
"TCEANC",5
"TCEANC2",0
"TCERG1",0
"TCERG1L",1
"TCF12",3
"TCF15",1
"TCF19",8
"TCF20",0
"TCF25",0
"TCF3",2
"TCF4",0
"TCF4-AS1",9
"TCF4-AS2",0
"TCF7",1
"TCF7L1",0
"TCF7L2",1
"TCFL5",3
"TCHH",6
"TCHP",1
"TCIM",0
"TCIRG1",0
"TCN1",1
"TCN2",4
"TCOF1",3
"TCP1",1
"TCP10L3",1
"TCP11",1
"TCP11L1",0
"TCP11L2",5
"TCP1P3",1
"TCTA",19
"TCTE1",1
"TCTN1",0
"TCTN2",0
"TCTN3",3
"TDG",1
"TDGF1P6",0
"TDH",1
"TDP1",0
"TDP2",13
"TDRD10",0
"TDRD12",0
"TDRD3",13
"TDRD5",1
"TDRD6",1
"TDRD7",0
"TDRD9",0
"TDRKH",0
"TDRKH-AS1",0
"TDRP",1
"TEAD1",0
"TEAD2",3
"TEAD3",5
"TEAD4",2
"TEC",1
"TECPR1",2
"TECPR2",1
"TECR",0
"TECRL",1
"TECRP2",1
"TECTA",1
"TEDC1",2
"TEDC2",0
"TEF",0
"TEFM",0
"TEK",0
"TEKT1",1
"TEKT2",1
"TEKT3",1
"TEKT4P2",0
"TEKT5",1
"TELO2",2
"TEN1-CDK3",0
"TENM1",0
"TENM2",1
"TENM3",1
"TENM3-AS1",6
"TENM4",1
"TENT2",1
"TENT4A",1
"TENT4B",1
"TENT5A",8
"TENT5B",1
"TENT5C",1
"TEP1",0
"TEPSIN",3
"TERB1",1
"TERF1",2
"TERF2",0
"TERF2IP",0
"TES",1
"TESK1",1
"TESK2",1
"TESMIN",1
"TET1",1
"TET2",5
"TET2-AS1",1
"TET3",0
"TEX10",0
"TEX14",1
"TEX15",1
"TEX19",1
"TEX2",3
"TEX21P",1
"TEX26",1
"TEX261",3
"TEX264",3
"TEX26-AS1",0
"TEX29",1
"TEX30",21
"TEX35",1
"TEX41",1
"TEX46",1
"TEX9",0
"TF",1
"TFAM",2
"TFAP2A",0
"TFAP2C",0
"TFAP2E",1
"TFAP2E-AS1",1
"TFAP4",2
"TFB1M",3
"TFB2M",2
"TFCP2",3
"TFCP2L1",1
"TFDP1",2
"TFDP2",2
"TFE3",1
"TFEB",0
"TFEC",1
"TFG",4
"TFIP11",1
"TFIP11-DT",0
"TFPI",2
"TFPI2",0
"TFPI2-DT",1
"TFPT",1
"TFR2",0
"TFRC",2
"TG",1
"TGDS",3
"TGFA",0
"TGFB1",0
"TGFB1I1",2
"TGFB2",4
"TGFB2-AS1",1
"TGFB3",9
"TGFBI",0
"TGFBR1",0
"TGFBR2",3
"TGFBR3",7
"TGFBRAP1",2
"TGIF1",0
"TGIF2",1
"TGIF2P1",0
"TGM1",0
"TGM2",7
"TGM4",0
"TGM6",1
"TGOLN2",1
"TGS1",3
"THADA",2
"THAP1",0
"THAP10",1
"THAP11",2
"THAP12",1
"THAP12P7",28
"THAP2",1
"THAP3",2
"THAP4",0
"THAP5",0
"THAP6",0
"THAP7",0
"THAP7-AS1",0
"THAP8",0
"THAP9",1
"THAP9-AS1",0
"THBD",0
"THBS1",3
"THBS1-IT1",0
"THBS2",0
"THBS3",4
"THBS4-AS1",1
"THEG",1
"THEGL",1
"THEM4",3
"THEM5",0
"THEM6",8
"THEMIS",1
"THEMIS2",0
"THG1L",0
"THNSL1",0
"THNSL2",0
"THOC1",0
"THOC1-DT",1
"THOC2",1
"THOC3",2
"THOC5",0
"THOC6",1
"THOC7",3
"THOP1",2
"THORLNC",7
"THPO",1
"THRA",0
"THRAP3",0
"THRAP3P3",0
"THRB",1
"THRB-AS1",1
"THRB-IT1",1
"THSD1",0
"THSD4",0
"THSD4-AS1",1
"THSD7A",7
"THSD7B",0
"THTPA",0
"THUMPD1",0
"THUMPD2",5
"THUMPD3",0
"THUMPD3-AS1",1
"THY1",0
"THYN1",3
"TIA1",0
"TIAF1",1
"TIAL1",2
"TIAM1",1
"TIAM2",0
"TICAM1",2
"TICRR",1
"TIE1",0
"TIFA",10
"TIGAR",3
"TIGD1",0
"TIGD2",3
"TIGD3",1
"TIGD4",0
"TIGD5",2
"TIGD6",0
"TIGD7",0
"TIGIT",33
"TIMELESS",0
"TIMM10",3
"TIMM10B",0
"TIMM13",2
"TIMM17A",2
"TIMM17B",3
"TIMM21",2
"TIMM22",19
"TIMM23",3
"TIMM23B",0
"TIMM23B-AGAP6",0
"TIMM29",2
"TIMM44",0
"TIMM50",2
"TIMM8A",3
"TIMM8B",2
"TIMM9",2
"TIMMDC1",3
"TIMP1",0
"TIMP2",0
"TIMP3",1
"TINAGL1",8
"TINCR",1
"TINF2",5
"TIPARP",1
"TIPARP-AS1",0
"TIPIN",3
"TIPRL",0
"TIRAP",6
"TJAP1",0
"TJP1",34
"TJP2",0
"TJP3",1
"TK1",1
"TK2",0
"TKFC",0
"TKT",0
"TKTL1",1
"TLCD1",3
"TLCD2",1
"TLCD3A",3
"TLCD4",1
"TLCD5",0
"TLE1",0
"TLE2",0
"TLE3",0
"TLE4",1
"TLE5",2
"TLE6",1
"TLK1",34
"TLK2",1
"TLK2P1",1
"TLK2P2",0
"TLL1",3
"TLL2",1
"TLN1",2
"TLN2",1
"TLNRD1",10
"TLR1",4
"TLR10",1
"TLR2",2
"TLR3",3
"TLR4",0
"TLR5",17
"TLR6",0
"TLR7",0
"TLR8",1
"TLR8-AS1",1
"TLX2",1
"TM2D1",17
"TM2D2",0
"TM2D3",0
"TM4SF1",0
"TM4SF18",0
"TM4SF1-AS1",1
"TM4SF4",12
"TM6SF1",0
"TM7SF2",1
"TM7SF3",3
"TM9SF1",2
"TM9SF2",1
"TM9SF3",2
"TM9SF4",0
"TMA16",1
"TMA7",3
"TMBIM1",0
"TMBIM4",2
"TMBIM6",0
"TMC1",5
"TMC2",1
"TMC3-AS1",1
"TMC4",1
"TMC5",1
"TMC6",0
"TMC7",0
"TMC8",1
"TMCC1",0
"TMCC1-DT",3
"TMCC2",0
"TMCC3",0
"TMCO1",0
"TMCO1-AS1",1
"TMCO3",0
"TMCO4",3
"TMCO6",0
"TMED1",21
"TMED10",3
"TMED10P2",0
"TMED2",2
"TMED2-DT",1
"TMED3",2
"TMED4",1
"TMED5",10
"TMED6",0
"TMED7",2
"TMED8",3
"TMED9",2
"TMEFF2",1
"TMEM100",1
"TMEM101",2
"TMEM102",0
"TMEM104",3
"TMEM106A",0
"TMEM106B",3
"TMEM106C",0
"TMEM107",2
"TMEM108",0
"TMEM109",3
"TMEM11",0
"TMEM115",3
"TMEM116",5
"TMEM117",1
"TMEM119",1
"TMEM120A",10
"TMEM120B",2
"TMEM121",2
"TMEM121B",0
"TMEM123",3
"TMEM126A",2
"TMEM126B",2
"TMEM127",6
"TMEM128",2
"TMEM129",0
"TMEM131",0
"TMEM131L",0
"TMEM132A",2
"TMEM132B",1
"TMEM134",0
"TMEM135",1
"TMEM138",19
"TMEM139",0
"TMEM140",17
"TMEM141",2
"TMEM143",0
"TMEM144",0
"TMEM145",1
"TMEM147",2
"TMEM147-AS1",0
"TMEM14A",0
"TMEM14B",3
"TMEM14C",2
"TMEM14EP",4
"TMEM150A",7
"TMEM150B",1
"TMEM150C",20
"TMEM151A",1
"TMEM151B",1
"TMEM154",3
"TMEM156",0
