Name,Module
ADAMTS10,39
ADAMTS12,2
ADAMTS13,2
ADAMTS15,13
ADAMTS17,7
ADAMTS18,16
ADAMTS2,2
ADAMTS20,2
ADAMTS3,6
ADAMTS4,12
ADAMTS5,2
ADAMTS6,28
ADAMTS7,7
ADAMTS8,2
ADAMTS9,30
ADAMTS9-AS1,29
ADAMTS9-AS2,20
ADAMTSL1,35
ADAMTSL2,3
ADAMTSL3,3
ADAMTSL4,7
ADAMTSL4-AS1,26
ADAMTSL4-AS2,34
ADAP1,2
ADAP2,2
ADAR,12
ADARB1,24
ADAT1,5
ADAT2,29
ADAT3,16
ADCK1,20
ADCK2,39
ADCK5,16
ADCY1,2
ADCY10,3
ADCY10P1,2
ADCY2,2
ADCY3,39
ADCY4,5
ADCY5,2
ADCY6,5
ADCY7,22
ADCY9,24
ADCYAP1R1,2
ADD1,12
ADD2,15
ADD3,6
ADD3-AS1,2
ADGRA2,29
ADGRA3,5
ADGRB1,3
ADGRB2,2
ADGRD1,14
ADGRE1,3
ADGRE2,2
ADGRE4P,2
ADGRE5,23
ADGRF2,2
ADGRF3,2
ADGRF4,2
ADGRF5,16
ADGRG1,12
ADGRG2,26
ADGRG3,2
ADGRG5,2
ADGRG6,20
ADGRG7,23
ADGRL1,23
ADGRL1-AS1,13
ADGRL2,0
ADGRL3,22
ADGRL4,12
ADGRV1,14
ADH5,35
ADHFE1,2
ADI1,5
ADIPOR1,13
ADIPOR2,19
ADIRF-AS1,16
ADK,5
ADM,16
ADM2,0
ADM5,2
ADNP,16
ADNP2,29
ADNP-AS1,2
ADO,20
ADORA1,2
ADORA2A,0
ADORA2A-AS1,3
ADORA2B,9
ADPGK,18
ADPGK-AS1,2
ADPRH,9
ADPRHL1,14
ADPRM,20
ADPRS,5
ADRA1A,2
ADRA2A,2
ADRA2B,13
ADRB1,2
ADRB2,7
ADRM1,29
ADSL,28
ADSS1,26
ADSS2,36
ADTRP,34
AE000661.37,2
AEBP1,0
AEBP2,0
AEN,7
AF003626.1,2
AF011889.5,2
AF064858.6,2
AF064858.8,13
AF124730.4,2
AF127577.11,2
AF127577.13,15
AF127936.3,2
AF127936.9,39
AF129075.5,2
AF131215.2,16
AF131215.3,2
AF131215.9,2
AF131216.6,23
AF131216.7,2
AF131217.1,39
AF228730.14,2
AF230666.2,2
AFAP1,15
AFAP1-AS1,0
AFAP1L1,14
AFAP1L2,23
AFDN,12
AFDN-DT,2
AFF1,13
AFF2,39
AFF3,20
AFF4,35
AFG1L,0
AFG3L1P,9
AFG3L2,18
AFMID,18
AFTPH,29
AGA,39
AGAP1,6
AGAP12P,2
AGAP2,2
AGAP2-AS1,14
AGAP3,5
AGAP4,14
AGAP6,2
AGAP7P,2
AGAP9,0
AGBL3,15
AGBL5,39
AGER,13
AGFG1,36
AGFG2,28
AGGF1,9
AGK,5
AGKP1,2
AGL,13
AGMAT,2
AGMO,2
AGO1,5
AGO2,12
AGO3,15
AGO4,20
AGPAT1,22
AGPAT2,6
AGPAT3,9
AGPAT4,24
AGPAT5,36
AGPS,15
AGR2,2
AGRN,5
AGT,2
AGTPBP1,5
AGTRAP,5
AGXT,18
AHCTF1,19
AHCTF1P1,2
AHCY,18
AHCYL1,29
AHCYL2,9
AHDC1,18
AHI1,22
AHNAK,30
AHNAK2,16
AHR,29
AHSA1,20
AHSA2P,18
AICDA,2
AIDA,28
AIDAP2,2
AIF1L,39
AIFM1,13
AIFM1P1,2
AIFM2,39
AIG1,39
AIM2,2
AIMP1,0
AIMP2,5
AIP,16
AIPL1,2
AIRE,0
AJ003147.11,2
AJ006998.2,2
AJ011931.2,2
AJAP1,23
AJM1,2
AJUBA,7
AK1,3
AK2,36
AK3,29
AK3P3,2
AK3P5,2
AK4,15
AK5,2
AK6,24
AK7,2
AK8,22
AK9,7
AKAP1,5
AKAP10,5
AKAP11,5
AKAP12,8
AKAP13,35
AKAP17BP,2
AKAP1-DT,2
AKAP3,13
AKAP4,14
AKAP5,2
AKAP6,23
AKAP7,15
AKAP8,31
AKAP8L,5
AKAP9,38
AKIP1,18
AKIRIN1,23
AKIRIN2,24
AKNA,28
AKNAD1,2
AKR1A1,5
AKR1B1,24
AKR1B10,3
AKR1C1,35
AKR1C2,16
AKR1C3,29
AKR1C4,2
AKR1C5P,2
AKR1C6P,2
AKR1C7P,29
AKR1C8P,2
AKR1D1,14
AKR1E2,23
AKR7A2,39
AKR7A2P1,2
AKR7L,2
AKT1,19
AKT1S1,22
AKT2,16
AKT3,13
AKT3-IT1,2
AKTIP,35
AL049758.2,2
AL132709.1,2
AL133243.1,14
AL133243.2,34
AL133243.4,2
AL163953.3,2
AL591893.1,2
ALAD,39
ALAS1,29
ALB,2
ALCAM,12
ALDH16A1,15
ALDH18A1,19
ALDH1A1,16
ALDH1A2,29
ALDH1A3,18
ALDH1B1,0
ALDH1L1,2
ALDH1L2,2
ALDH2,22
ALDH3A1,2
ALDH3A2,5
ALDH3B1,2
ALDH3B2,2
ALDH4A1,7
ALDH5A1,2
ALDH6A1,39
ALDH7A1,34
ALDH8A1,2
ALDH9A1,5
ALDOA,15
ALDOB,2
ALDOC,23
ALG1,13
ALG10,0
ALG10B,28
ALG11,18
ALG12,29
ALG13,15
ALG14,39
ALG1L6P,2
ALG1L9P,2
ALG2,38
ALG3,5
ALG5,23
ALG6,9
ALG8,5
ALG9,39
ALK,2
ALKAL2,2
ALKBH1,28
ALKBH2,39
ALKBH3,24
ALKBH3-AS1,2
ALKBH4,39
ALKBH5,23
ALKBH6,3
ALKBH7,16
ALKBH8,24
ALLC,2
ALMS1,22
ALMS1-IT1,2
ALMS1P1,2
ALOX12,14
ALOX12-AS1,0
ALOX12B,2
ALOX12P2,2
ALOX15B,2
ALOX5,34
ALOX5AP,26
ALOXE3,0
ALOXE3P1,2
ALPK1,39
ALPK2,2
ALPK3,20
ALPL,34
ALS2,18
ALS2CL,24
ALX4,2
ALYREF,18
AMACR,2
AMBP,2
AMBRA1,16
AMD1,13
AMDHD2,23
AMER1,29
AMFR,36
AMH,26
AMIGO1,20
AMIGO2,9
AMMECR1,24
AMMECR1L,38
AMN,2
AMN1,20
AMOT,29
AMOTL1,12
AMOTL2,13
AMPD1,3
AMPD2,29
AMPD3,35
AMPH,9
AMT,2
AMY2B,39
AMZ1,2
AMZ2,24
AMZ2P1,0
ANAPC1,5
ANAPC10,7
ANAPC11,24
ANAPC13,16
ANAPC15,34
ANAPC16,16
ANAPC1P1,2
ANAPC1P2,26
ANAPC2,24
ANAPC4,24
ANAPC5,16
ANAPC7,31
ANG,23
ANGEL1,24
ANGEL2,15
ANGPT1,2
ANGPT2,12
ANGPT4,2
ANGPTL1,29
ANGPTL2,14
ANGPTL3,2
ANGPTL4,29
ANGPTL7,2
ANGPTL8,2
ANK1,2
ANK2,0
ANK3,3
ANKAR,16
ANKDD1A,0
ANKDD1B,2
ANKEF1,34
ANKFN1,2
ANKFY1,9
ANKH,24
ANKHD1,34
ANKHD1-EIF4EBP3,2
ANKIB1,38
ANKLE1,2
ANKLE2,13
ANKMY1,3
ANKMY2,39
ANKRA2,23
ANKRD1,11
ANKRD10,29
ANKRD10-IT1,13
ANKRD11,36
ANKRD12,19
ANKRD13A,22
ANKRD13B,28
ANKRD13C,29
ANKRD13D,6
ANKRD16,23
ANKRD17,35
ANKRD18A,2
ANKRD18B,2
ANKRD18EP,22
ANKRD19P,2
ANKRD20A1,2
ANKRD20A4P,2
ANKRD20A5P,2
ANKRD20A7P,14
ANKRD22,3
ANKRD23,2
ANKRD24,2
ANKRD26,9
ANKRD26P1,2
ANKRD27,18
ANKRD28,35
ANKRD29,13
ANKRD30B,2
ANKRD30BP3,2
ANKRD31,2
ANKRD33,15
ANKRD33B,5
ANKRD34A,2
ANKRD35,2
ANKRD36,35
ANKRD36B,22
ANKRD36C,39
ANKRD37,34
ANKRD39,13
ANKRD40,36
ANKRD40CL,2
ANKRD42,6
ANKRD44,39
ANKRD44-IT1,2
ANKRD46,28
ANKRD49,28
ANKRD49P1,2
ANKRD50,15
ANKRD52,18
ANKRD53,2
ANKRD54,24
ANKRD55,15
ANKRD6,39
ANKRD61,2
ANKRD62,2
ANKRD7,2
ANKRD9,13
ANKS1A,24
ANKS1B,3
ANKS3,39
ANKS4B,2
ANKS6,5
ANKUB1,2
ANKZF1,28
ANLN,16
ANO1,7
ANO10,5
ANO2,29
ANO3,15
ANO3-AS1,2
ANO4,2
ANO5,0
ANO6,12
ANO7,0
ANO7L1,2
ANO8,34
ANO9,2
ANOS1,39
ANOS2P,2
ANP32A,16
ANP32B,24
ANP32E,5
ANPEP,14
ANTKMT,9
ANTXR1,15
ANTXR2,14
ANXA1,20
ANXA10,2
ANXA11,9
ANXA2,30
ANXA2P2,15
ANXA2R,14
ANXA3,14
ANXA4,24
ANXA5,30
ANXA6,19
ANXA7,13
ANXA9,3
AOAH,2
AOC2,34
AOC3,14
AOC4P,2
AOPEP,24
AOX1,26
AOX2P,2
AOX3P,2
AP000223.42,2
AP000223.43,2
AP000240.9,2
AP000253.1,2
AP000254.8,2
AP000318.2,2
AP000331.1,34
AP000347.2,2
AP000350.5,3
AP000350.6,2
AP000437.3,2
AP000438.2,2
AP000445.1,2
AP000487.5,2
AP000560.3,2
AP000593.5,2
AP000593.7,2
AP000640.10,2
AP000648.4,2
AP000648.5,9
AP000648.6,2
AP000654.4,2
AP000692.10,2
AP000692.9,2
AP000695.4,18
AP000695.6,39
AP000704.5,2
AP000708.1,2
AP000925.2,3
AP000962.1,2
AP000962.4,2
AP000998.2,2
AP001062.7,23
AP001172.2,2
AP001189.4,34
AP001350.4,2
AP001372.2,2
AP001432.14,2
AP001436.1,2
AP001437.2,2
AP001439.2,2
AP001442.2,34
AP001469.5,2
AP001469.9,2
AP001505.10,3
AP001596.6,2
AP002954.3,26
AP002954.4,2
AP003068.23,13
AP004782.1,2
AP006621.5,2
AP1AR,5
AP1B1,36
AP1G1,13
AP1G2,39
AP1M1,23
AP1S1,13
AP1S2,14
AP1S3,0
AP2A1,7
AP2A2,18
AP2B1,13
AP2M1,12
AP2S1,0
AP3B1,19
AP3B2,3
AP3D1,13
AP3M1,23
AP3M2,5
AP3S1,31
AP3S2,0
AP4B1,35
AP4B1-AS1,2
AP4E1,24
AP4M1,6
AP4S1,6
AP5B1,5
AP5M1,5
AP5S1,35
AP5Z1,5
APAF1,5
APBA1,13
APBA2,13
APBA3,24
APBB1,16
APBB2,29
APBB3,0
APC,36
APC2,13
APCDD1,29
APCDD1L,22
APCDD1L-DT,3
APEH,24
APEX1,19
APEX2,5
APH1A,36
APH1B,7
API5,0
APIP,18
APLF,6
APLN,23
APLNR,39
APLP1,13
APLP2,20
APMAP,19
APOA1,2
APOA1-AS,2
APOB,23
APOBEC2,2
APOBEC3C,2
APOBEC3D,2
APOBEC3F,23
APOBEC3G,20
APOD,13
APOE,13
APOF,2
APOL1,14
APOL2,29
APOL3,15
APOL4,3
APOL6,16
APOLD1,0
APOM,2
APOO,29
APOOL,5
APP,30
APPBP2,38
APP-DT,2
APPL1,18
APPL2,5
APRT,23
APTR,0
APTX,5
AQP1,29
AQP10,2
AQP11,2
AQP3,15
AQP5,2
AQP6,2
AQP7,2
AQP7P1,2
AQP9,23
AQR,36
AR,39
ARAF,31
ARAP1,5
ARAP1-AS2,2
ARAP2,39
ARAP3,16
ARC,29
ARCN1,12
AREG,13
AREL1,9
ARF1,12
ARF1P2,2
ARF3,19
ARF4,12
ARF4-AS1,2
ARF5,5
ARF6,36
ARFGAP1,29
ARFGAP2,18
ARFGAP3,19
ARFGEF1,36
ARFGEF1-DT,2
ARFGEF2,13
ARFGEF3,22
ARFIP1,16
ARFIP2,5
ARFRP1,29
ARG1,2
ARG2,15
ARGLU1,38
ARHGAP1,16
ARHGAP10,29
ARHGAP11A,0
ARHGAP11B,2
ARHGAP12,16
ARHGAP17,15
ARHGAP18,13
ARHGAP19,18
ARHGAP19-SLIT1,2
ARHGAP20,29
ARHGAP21,12
ARHGAP22,22
ARHGAP23,19
ARHGAP24,16
ARHGAP25,0
ARHGAP26,29
ARHGAP27,28
ARHGAP27P1-BPTFP1-KPNA2P3,26
ARHGAP28,29
ARHGAP29,12
ARHGAP29-AS1,2
ARHGAP30,2
ARHGAP31,12
ARHGAP31-AS1,2
ARHGAP32,24
ARHGAP33,2
ARHGAP35,18
ARHGAP39,29
ARHGAP4,0
ARHGAP42,6
ARHGAP44,23
ARHGAP45,9
ARHGAP5,7
ARHGAP5-AS1,2
ARHGAP6,9
ARHGAP9,2
ARHGDIA,12
ARHGDIB,29
ARHGDIG,20
ARHGEF1,9
ARHGEF10,34
ARHGEF10L,29
ARHGEF11,38
ARHGEF12,12
ARHGEF15,23
ARHGEF16,2
ARHGEF17,0
ARHGEF18,31
ARHGEF19,13
ARHGEF2,36
ARHGEF25,3
ARHGEF26,0
ARHGEF26-AS1,2
ARHGEF28,14
ARHGEF2-AS1,2
ARHGEF2-AS2,2
ARHGEF3,15
ARHGEF33,2
ARHGEF34P,2
ARHGEF35-AS1,2
ARHGEF37,9
ARHGEF38,2
ARHGEF39,16
ARHGEF4,2
ARHGEF40,0
ARHGEF5,2
ARHGEF6,39
ARHGEF7,19
ARHGEF9,29
ARID1A,29
ARID1B,15
ARID2,5
ARID3A,39
ARID3B,6
ARID4A,35
ARID4B,9
ARID5A,29
ARID5B,35
ARIH1,23
ARIH2,36
ARIH2OS,2
ARL1,19
ARL10,0
ARL13B,5
ARL14,2
ARL14EP,15
ARL14EPL,34
ARL15,23
ARL16,28
ARL17A,2
ARL17B,3
ARL2,28
ARL2BP,26
ARL2-SNX15,2
ARL3,7
ARL4A,24
ARL4AP4,2
ARL4AP5,2
ARL4C,16
ARL4D,7
ARL5A,5
ARL5B,19
ARL6,35
ARL6IP1,29
ARL6IP4,2
ARL6IP5,16
ARL6IP6,28
ARL8A,5
ARL8B,36
ARL9,2
ARLNC1,13
ARMC1,31
ARMC10,28
ARMC12,2
ARMC2,13
ARMC5,15
ARMC6,31
ARMC7,39
ARMC8,23
ARMC9,39
ARMCX1,29
ARMCX2,5
ARMCX3,5
ARMCX4,29
ARMCX5,24
ARMCX5-GPRASP2,16
ARMCX6,20
ARMH3,28
ARMH4,29
ARMT1,5
ARNT,18
ARNT2,34
ARNTL,15
ARNTL2,12
ARNTL2-AS1,2
ARPC1A,24
ARPC1B,0
ARPC2,12
ARPC3,36
ARPC4,9
ARPC5,12
ARPC5L,18
ARPIN,22
ARPP19,12
ARR3,2
ARRB1,5
ARRB2,9
ARRDC1,18
ARRDC1-AS1,6
ARRDC2,16
ARRDC3,12
ARRDC3-AS1,13
ARRDC4,22
ARSA,39
ARSB,19
ARSD,29
ARSG,9
ARSJ,12
ARSK,7
ARSL,26
ART3,2
ART4,14
ARV1,39
ARVCF,39
ASAH1,6
ASAH2,15
ASAH2B,39
ASAP1,35
ASAP1-IT2,2
ASAP2,7
ASAP3,28
ASB1,23
ASB11,2
ASB13,39
ASB14,13
ASB15,2
ASB15-AS1,2
ASB16,2
ASB16-AS1,23
ASB2,2
ASB3,24
ASB5,2
ASB6,5
ASB7,7
ASB8,36
ASB9,14
ASCC1,5
ASCC2,16
ASCC3,13
ASF1A,28
ASF1B,7
ASGR1,7
ASGR2,2
ASH1L,29
ASH1L-AS1,2
ASH2L,5
ASIC1,2
ASIC3,2
ASIC4,2
ASIP,2
ASL,23
ASNS,0
ASNSD1,5
ASPA,2
ASPDH,2
ASPG,2
ASPH,12
ASPHD1,13
ASPHD2,39
ASPM,9
ASPN,2
ASPSCR1,28
ASRGL1,5
ASS1,16
ASS1P1,2
ASS1P10,2
ASS1P5,2
ASTE1,39
ASTL,16
ASTN2,2
ASXL1,36
ASXL2,18
ASXL3,22
ATAD1,18
ATAD2,24
ATAD2B,5
ATAD3A,31
ATAD3B,31
ATAD5,6
ATAT1,39
ATCAY,3
ATE1,5
ATE1-AS1,2
ATF1,5
ATF2,18
ATF3,14
ATF4,11
ATF5,18
ATF6,12
ATF6B,24
ATF7,28
ATF7IP,29
ATF7IP2,9
ATG10,0
ATG101,24
ATG12,18
ATG13,29
ATG14,24
ATG16L1,5
ATG16L2,9
ATG2A,0
ATG2B,18
ATG3,5
ATG4A,5
ATG4B,31
ATG4C,7
ATG4D,39
ATG5,5
ATG7,5
ATG9A,22
ATG9B,0
ATIC,39
ATL1,39
ATL2,18
ATL3,12
ATM,5
ATMIN,19
ATN1,16
ATOH8,14
ATOX1,14
ATP10A,13
ATP10B,2
ATP10D,38
ATP11A,23
ATP11A-AS1,2
ATP11B,29
ATP11C,9
ATP13A1,15
ATP13A2,14
ATP13A3,30
ATP13A4,2
ATP13A4-AS1,2
ATP13A5,2
ATP1A1,12
ATP1A1-AS1,6
ATP1A2,2
ATP1A4,13
ATP1B1,39
ATP1B2,13
ATP1B3,12
ATP1B3-AS1,2
ATP23,34
ATP2A1,3
ATP2A2,12
ATP2A3,35
ATP2B1,29
ATP2B1-AS1,2
ATP2B2,2
ATP2B3,14
ATP2B4,12
ATP2C1,19
ATP2C2,2
ATP4A,2
ATP5F1A,12
ATP5F1AP3,2
ATP5F1B,12
ATP5F1C,36
ATP5F1D,28
ATP5F1E,36
ATP5IF1,39
ATP5MC1,23
ATP5MC1P4,2
ATP5MC2,19
ATP5MC3,16
