Name,Module
FAM86DP,39
FAM86EP,0
FAM86FP,2
FAM86GP,2
FAM86HP,26
FAM86JP,16
FAM87A,2
FAM87B,2
FAM89A,20
FAM89B,39
FAM8A1,15
FAM90A1,2
FAM91A1,19
FAM98A,5
FAM98B,35
FAM98C,9
FAM9C,2
FAN1,15
FANCA,23
FANCB,34
FANCC,29
FANCD2,22
FANCE,39
FANCF,39
FANCG,7
FANCI,39
FANCL,22
FANCM,35
FANK1,2
FAP,26
FAR1,23
FAR2,19
FARP1,28
FARP2,31
FARS2,18
FARSA,20
FARSB,38
FAS,34
FAS-AS1,2
FASN,12
FASTK,5
FASTKD1,5
FASTKD2,19
FASTKD3,29
FASTKD5,16
FAT1,7
FAT2,35
FAT3,39
FAT4,20
FAU,12
FAXC,2
FAXDC2,29
FBF1,23
FBH1,23
FBL,0
FBLIM1,12
FBLL1,34
FBLN1,2
FBLN2,20
FBLN5,16
FBLN7,13
FBN1,12
FBN2,22
FBN3,2
FBP1,2
FBP2,2
FBRS,6
FBRSL1,24
FBXL12,28
FBXL13,34
FBXL14,6
FBXL15,29
FBXL16,2
FBXL17,6
FBXL18,39
FBXL19,29
FBXL19-AS1,18
FBXL2,39
FBXL20,22
FBXL22,2
FBXL3,16
FBXL4,5
FBXL5,18
FBXL6,7
FBXL7,16
FBXL8,26
FBXO10,23
FBXO11,5
FBXO17,39
FBXO2,16
FBXO21,18
FBXO22,13
FBXO24,2
FBXO25,39
FBXO27,2
FBXO28,36
FBXO3,15
FBXO30,14
FBXO30-DT,0
FBXO31,5
FBXO32,5
FBXO33,9
FBXO34,5
FBXO36,0
FBXO36P1,2
FBXO38,13
FBXO39,2
FBXO4,23
FBXO41,2
FBXO42,5
FBXO43,2
FBXO44,15
FBXO45,5
FBXO46,24
FBXO47,2
FBXO48,22
FBXO5,7
FBXO6,16
FBXO7,19
FBXO8,28
FBXO9,24
FBXW10,26
FBXW11,36
FBXW11P1,2
FBXW2,9
FBXW4,39
FBXW4P1,13
FBXW5,20
FBXW7,5
FBXW8,13
FBXW9,0
FCAMR,2
FCAR,2
FCER1G,13
FCF1,16
FCF1P1,2
FCF1P7,2
FCGBP,2
FCGR1A,2
FCGR1B,2
FCGR1CP,2
FCGR2A,39
FCGR2B,3
FCGR2C,15
FCGR3A,2
FCGR3B,2
FCGRT,31
FCHO1,2
FCHO2,14
FCHO2-DT,2
FCHSD1,24
FCHSD2,5
FCN3,2
FCRL6,2
FCRLA,2
FCRLB,2
FCSK,35
FDFT1,6
FDPS,15
FDPSP3,2
FDX1,39
FDXACB1,9
FDXR,16
FECH,24
FEM1A,7
FEM1B,13
FEM1C,29
FEN1,28
FENDRR,13
FER,6
FER1L4,15
FER1L5,14
FER1L6,26
FER1L6-AS2,2
FERMT1,13
FERMT2,12
FERMT3,29
FES,24
FEZ1,5
FEZ2,19
FGD1,39
FGD2,2
FGD3,2
FGD4,20
FGD5,36
FGD5-AS1,36
FGD5P1,2
FGD6,16
FGF1,3
FGF10,3
FGF12,9
FGF13,7
FGF14,2
FGF14-AS2,2
FGF16,2
FGF17,2
FGF18,24
FGF2,20
FGF21,2
FGF22,2
FGF7,2
FGFR1,12
FGFR1OP2,29
FGFR2,2
FGFR3,23
FGFR4,2
FGFRL1,20
FGGY,29
FGGY-DT,2
FGL2,2
FGR,39
FH,5
FHAD1,2
FHDC1,9
FHIT,2
FHL1,14
FHL2,19
FHL3,6
FHL5,2
FHOD1,24
FHOD3,2
FIBCD1,2
FIBP,5
FICD,15
FIG4,39
FIGN,2
FIGNL1,28
FIGNL2,14
FILIP1,2
FILIP1L,16
FIP1L1,15
FIRRE,2
FIS1,5
FITM1,2
FITM2,24
FIZ1,39
FJX1,5
FKBP10,16
FKBP11,24
FKBP14,13
FKBP14-AS1,2
FKBP15,16
FKBP1A,16
FKBP1B,2
FKBP2,2
FKBP3,9
FKBP4,29
FKBP5,16
FKBP7,3
FKBP8,9
FKBP9,28
FKBP9P1,2
FKBPL,23
FKRP,24
FKTN,5
FLACC1,35
FLAD1,5
FLCN,16
FLG,2
FLG-AS1,2
FLI1,16
FLII,12
FLJ13224,2
FLJ20021,15
FLJ30679,2
FLJ31104,13
FLJ31356,2
FLJ37453,23
FLJ40194,2
FLJ42393,2
FLJ42969,2
FLJ46284,2
FLNA,30
FLNB,30
FLNB-AS1,13
FLNC,35
FLNC-AS1,2
FLOT1,31
FLOT2,24
FLRT1,2
FLRT2,20
FLRT3,9
FLT1,12
FLT1P1,2
FLT3,2
FLT4,39
FLVCR1,36
FLVCR1-DT,3
FLVCR2,34
FLYWCH1,24
FLYWCH2,39
FMN1,22
FMNL1,2
FMNL1-DT,2
FMNL2,36
FMNL3,12
FMO4,23
FMO5,13
FMOD,28
FMR1,15
FMR1NB,2
FN1,4
FN3K,2
FN3KRP,6
FNBP1,0
FNBP1L,16
FNBP1P1,2
FNBP4,29
FNDC11,2
FNDC3A,35
FNDC3B,12
FNDC3CP,2
FNDC4,23
FNDC5,2
FNDC7,26
FNIP1,20
FNIP2,35
FNTA,5
FNTB,23
FOCAD,7
FOCAD-AS1,2
FOLH1,20
FOLR3,2
FOS,14
FOSB,14
FOSL1,35
FOSL2,12
FOXA1,2
FOXA3,26
FOXC1,14
FOXC2,28
FOXC2-AS1,2
FOXCUT,13
FOXD1,2
FOXF1,28
FOXF2,2
FOXJ1,15
FOXJ2,5
FOXJ3,19
FOXK1,19
FOXK2,38
FOXL1,20
FOXM1,3
FOXN2,7
FOXN3,16
FOXN3-AS1,2
FOXO1,23
FOXO3,29
FOXO3B,0
FOXO4,6
FOXO6,2
FOXP1,19
FOXP1-IT1,2
FOXP2,15
FOXP4,6
FOXQ1,2
FOXRED1,7
FOXRED2,39
FPGS,29
FPGT,6
FPGT-TNNI3K,2
FPR1,7
FPR2,3
FRA10AC1,39
FRAS1,29
FRAT1,14
FRAT2,39
FREM1,22
FREM2,2
FREM3,2
FRG1,24
FRG1BP,22
FRG1CP,36
FRG1-DT,2
FRG1EP,3
FRG1HP,9
FRG1JP,2
FRK,13
FRMD1,3
FRMD3,15
FRMD4A,5
FRMD4B,20
FRMD5,29
FRMD6,12
FRMD6-AS1,13
FRMD7,2
FRMD8,36
FRMPD1,2
FRMPD4,23
FRRS1,2
FRRS1L,2
FRS2,5
FRS3,23
FRY,29
FRYL,29
FRZB,2
FSBP,2
FSCN1,16
FSCN2,2
FSCN3,2
FSD1,2
FSD1L,23
FSD2,3
FSIP1,23
FSIP2,2
FST,14
FSTL1,33
FSTL3,16
FSTL4,2
FSTL5,2
FTCD,34
FTCDNL1,2
FTH1,22
FTH1P1,2
FTH1P19,2
FTH1P2,2
FTH1P24,2
FTH1P4,2
FTH1P8,2
FTL,32
FTLP2,2
FTLP3,29
FTO,5
FTSJ1,14
FTSJ3,19
FTX,5
FUBP1,35
FUBP3,18
FUCA1,7
FUCA2,5
FUNDC1,39
FUNDC2,18
FUOM,20
FURIN,12
FUS,5
FUT1,28
FUT10,6
FUT11,18
FUT2,2
FUT3,2
FUT4,9
FUT6,2
FUT8,20
FUT8-AS1,26
FUZ,29
FXN,39
FXR1,29
FXR2,18
FXYD2,2
FXYD5,36
FXYD6,24
FYB1,29
FYB2,2
FYCO1,5
FYN,38
FYTTD1,36
FZD1,0
FZD2,2
FZD3,9
FZD4,20
FZD5,39
FZD6,12
FZD7,15
FZD8,5
FZD9,2
FZR1,5
G0S2,16
G2E3,5
G3BP1,11
G3BP2,12
G6PC1,2
G6PC3,24
G6PD,5
GAA,24
GAB1,16
GAB2,29
GAB3,0
GABARAP,2
GABARAPL1,35
GABARAPL2,31
GABBR1,6
GABBR2,6
GABPA,31
GABPB1,23
GABPB1-AS1,29
GABPB1-IT1,0
GABPB2,31
GABRB1,2
GABRB3,16
GABRE,39
GABRP,2
GABRQ,2
GABRR1,2
GABRR2,13
GAD1,2
GADD45A,16
GADD45B,20
GADD45G,39
GADD45GIP1,16
GADL1,2
GAK,36
GAL,22
GAL3ST1,2
GAL3ST4,26
GALC,29
GALE,15
GALK1,39
GALK2,28
GALM,13
GALNS,28
GALNT1,15
GALNT10,19
GALNT11,24
GALNT12,2
GALNT13,13
GALNT15,12
GALNT16,2
GALNT18,3
GALNT2,14
GALNT3,2
GALNT4,14
GALNT5,2
GALNT6,39
GALNT7,23
GALNT9,0
GALNTL6,2
GALR2,2
GALT,29
GAMT,2
GAN,18
GANAB,12
GANC,39
GAPDH,30
GAPDHP1,2
GAPDHP14,2
GAPDHP33,2
GAPDHP38,2
GAPDHP43,2
GAPDHP52,2
GAPDHP55,2
GAPDHP59,34
GAPDHP60,2
GAPDHP61,2
GAPDHP71,3
GAPLINC,2
GAPVD1,36
GAR1,15
GAREM1,14
GAREM2,0
GARNL3,15
GARRE1,36
GARS1,12
GARS1-DT,28
GART,13
GAS1,39
GAS1RR,2
GAS2,2
GAS2L1,6
GAS2L2,2
GAS2L3,18
GAS5,7
GAS5-AS1,22
GAS6,9
GAS6-AS1,2
GAS6-DT,2
GAS7,2
GAS8,39
GASAL1,26
GASK1A,2
GASK1B,14
GAST,2
GATA2,15
GATA2-AS1,6
GATA3,23
GATA3-AS1,2
GATA5,0
GATA6,24
GATA6-AS1,13
GATAD1,5
GATAD2A,15
GATAD2B,14
GATB,18
GATC,5
GATD1,5
GATD3A,26
GATD3B,2
GATM,0
GBA,24
GBA2,16
GBAP1,2
GBE1,12
GBF1,36
GBGT1,5
GBP1,29
GBP1P1,0
GBP2,35
GBP3,5
GBP4,20
GBP5,9
GBP7,7
GBX2,2
GCA,0
GCAT,39
GCATP1,2
GCC1,15
GCC2,22
GCDH,35
GCFC2,5
GCGR,2
GCH1,14
GCK,2
GCKR,15
GCLC,16
GCLM,20
GCM1,16
GCN1,12
GCNA,29
GCNT1,28
GCNT2,29
GCNT3,2
GCNT4,16
GCNT7,2
GCOM1,0
GCSAM,6
GCSH,2
GDA,2
GDAP1,9
GDAP2,5
GDE1,5
GDF11,28
GDF15,15
GDF3,0
GDF5,2
GDF6,29
GDF7,16
GDF9,34
GDI1,36
GDI2,12
GDI2P2,2
GDPD1,20
GDPD3,23
GDPD5,0
GDPGP1,26
GEM,22
GEMIN2,35
GEMIN4,31
GEMIN5,15
GEMIN6,28
GEMIN7,2
GEMIN7-AS1,2
GEMIN8,29
GEMIN8P4,7
GEN1,39
GET1,31
GET3,5
GET4,2
GFAP,2
GFER,15
GFI1,2
GFI1B,2
GFM1,19
GFM2,5
GFOD1,5
GFOD2,31
GFPT1,36
GFPT2,29
GFRA1,22
GFUS,24
GGA1,5
GGA2,5
GGA3,5
GGACT,14
GGCT,28
GGCX,16
GGH,39
GGN,2
GGNBP2,5
GGPS1,24
GGT5,5
GGT7,13
GGTA1,2
GHc-602D8.2,2
GHDC,13
GHET1,2
GHITM,35
GHR,15
GHRHR,2
GHRL,2
GHRLOS,3
GHSR,2
GID4,24
GID8,5
GIGYF1,16
GIGYF2,19
GIHCG,23
GIMAP1,29
GIMAP2,24
GIMAP4,16
GIMAP5,26
GIMAP6,15
GIMAP7,9
GIMAP8,14
GIMD1,2
GIN1,39
GINM1,20
GINS1,34
GINS2,15
GINS3,24
GINS4,15
GIPC1,5
GIPC2,39
GIPC3,2
GIPR,13
GIT1,19
GIT2,24
GJA1,11
GJA1P1,2
GJA3,2
GJA4,29
GJA5,22
GJA8,2
GJB2,2
GJB5,2
GJC1,18
GJC2,2
GJC3,2
GJD3,2
GK,24
GK5,6
GKAP1,0
GK-AS1,2
GLA,29
GLB1,5
GLB1L,7
GLB1L2,34
GLB1L3,2
GLCCI1,13
GLCE,5
GLDC,16
GLDCP1,2
GLE1,5
GLG1,13
GLI1,2
GLI2,2
GLI3,39
GLI4,34
GLIDR,2
GLIPR1,5
GLIPR1L2,2
GLIPR2,15
GLIS1,2
GLIS2,23
GLIS3,0
GLMN,6
GLMP,9
GLO1,36
GLOD4,15
GLOD5,2
GLP1R,2
GLRA1,2
GLRA4,2
GLRB,22
GLRX,18
GLRX2,24
GLRX3,36
GLRX5,5
GLS,12
GLT8D1,22
GLT8D2,29
GLTP,19
GLUD1,13
GLUD1P3,13
GLUD2,2
GLUL,12
GLYAT,2
GLYCTK,39
GLYCTK-AS1,2
GLYR1,19
GM2A,28
GMCL1,28
GMDS,24
GMDS-DT,9
GMEB1,22
GMEB2,5
GMFB,16
GMFG,9
GMIP,22
GMNN,16
GMPPA,5
GMPPB,16
GMPR,18
GMPR2,22
GMPS,18
GNA11,16
GNA12,16
GNA13,36
GNA14,18
GNA15,2
GNA15-DT,2
GNAI1,39
GNAI2,12
GNAI3,12
GNAL,0
GNAQ,36
GNAS,12
GNAT1,2
GNAT2,13
GNAZ,22
GNB1,12
GNB1L,22
GNB2,14
GNB3,2
GNB4,13
GNB5,23
GNE,15
GNG11,29
GNG12,11
GNG12-AS1,15
GNG2,13
GNG4,35
GNG5,39
GNG7,13
GNGT1,2
GNGT2,13
GNL1,18
GNL2,36
GNL3,12
GNL3L,36
GNLY,2
GNMT,2
GNPAT,9
GNPDA1,18
GNPDA2,20
GNPNAT1,19
GNPTAB,20
GNPTG,24
GNRH1,3
GNRH2,2
GNRHR,2
GNRHR2,2
GNS,13
GOLGA1,29
GOLGA2,18
GOLGA2P10,16
GOLGA2P4,2
GOLGA2P5,2
GOLGA2P7,2
GOLGA3,13
GOLGA4,35
GOLGA4-AS1,34
GOLGA5,15
GOLGA6A,2
GOLGA6L10,2
GOLGA6L9,13
GOLGA7,9
GOLGA7B,9
GOLGA8A,18
GOLGA8B,3
GOLGA8H,2
GOLGA8IP,2
GOLGA8N,2
GOLGA8R,2
GOLGB1,36
GOLIM4,18
GOLM1,29
GOLM2,18
GOLPH3,19
GOLPH3-DT,2
GOLPH3L,5
GOLT1B,38
GON4L,18
GON7,6
GOPC,14
GORAB,28
GORASP1,23
GORASP2,23
GOSR1,15
GOSR2,19
GOSR2-DT,2
GOT1,5
GOT2,36
GP1BA,2
GP5,2
GP6,2
GP6-AS1,3
GP9,2
GPAA1,15
GPALPP1,5
GPAM,24
GPANK1,31
GPAT2,34
GPAT2P1,2
GPAT3,28
GPAT4,29
GPATCH1,39
GPATCH11,5
GPATCH2,24
GPATCH2L,19
GPATCH3,9
GPATCH8,18
GPBAR1,2
GPBP1,6
GPBP1L1,36
GPC1,34
GPC2,26
GPC4,2
GPC5,2
GPC6,2
GPCPD1,5
GPD1,2
GPD1L,15
GPD2,5
GPER1,20
GPHN,39
GPI,36
GPKOW,5
GPLD1,2
GPM6A,34
GPM6B,16
GPN1,5
GPN2,5
GPN3,24
GPNMB,2
GPR1,2
GPR107,23
GPR108,16
GPR132,14
GPR135,2
GPR137,15
GPR137B,29
GPR137C,2
GPR141,7
GPR142,2
GPR143,28
GPR146,2
GPR151,2
GPR153,34
GPR155,0
GPR156,2
GPR157,22
GPR158,2
GPR160,2
GPR161,23
GPR162,28
GPR17,13
GPR173,15
GPR176,0
GPR176-DT,2
GPR179,2
GPR18,2
GPR180,5
GPR182,2
GPR183,13
GPR19,2
GPR21,2
GPR22,2
GPR26,2
GPR27,2
GPR3,2
GPR34,2
GPR35,2
GPR37,26
GPR37L1,34
GPR4,29
GPR45,2
GPR52,2
GPR61,2
GPR63,2
GPR68,24
GPR75,39
GPR78,2
GPR79,2
GPR82,2
GPR83,2
GPR84,2
GPR85,0
GPR88,2
GPR89A,29
GPR89B,34
GPRASP1,39
GPRASP2,7
GPRC5A,20
GPRC5B,24
GPRC5C,26
GPRC5D,26
GPRC5D-AS1,0
GPRIN1,35
GPRIN3,2
GPS1,5
GPS2,2
GPS2P1,2
GPSM1,29
GPSM2,39
GPSM3,39
GPT,2
GPT2,39
GPX1,13
GPX1P1,13
GPX2,2
GPX3,15
GPX4,23
GPX7,39
GPX8,36
GRAMD1A,14
GRAMD1B,39
GRAMD1C,22
GRAMD2A,2
GRAMD2B,22
GRAMD4,29
GRAP,9
GRASLND,2
GRB10,12
GRB14,35
GRB2,36
GRB7,2
GREB1,13
GREB1L,2
GREM1,34
GRHL1,9
GRHL3,2
GRHPR,18
GRIA4,2
GRID1,2
GRIK1,13
GRIK1-AS1,2
GRIK2,2
GRIK3,2
GRIK4,13
GRIK5,39
GRIN1,2
GRIN2A,2
GRIN2B,23
GRIN2C,2
GRIN2D,2
GRIN3A,2
GRIN3B,2
GRINA,23
GRIP1,16
GRIP2,2
GRIPAP1,5
GRK1,2
GRK2,5
GRK3,39
GRK4,39
GRK5,19
GRK5-IT1,2
GRK6,24
GRK7,2
GRM1,2
GRM2,2
GRM4,0
GRM6,2
GRM7,2
GRM8,2
GRN,19
GRPEL1,36
GRPEL2,19
GRPR,2
GRSF1,38
GRTP1,2
GRWD1,23
GS1-115G20.1,2
GS1-115G20.2,2
GS1-124K5.10,2
GS1-124K5.12,29
GS1-124K5.4,2
GS1-124K5.9,2
GS1-215N23.2,2
GS1-238N13.1,13
GS1-24F4.4,3
GS1-25M2.1,2
GS1-279B7.2,2
GS1-304P7.1,2
GS1-304P7.2,2
GS1-304P7.3,2
GS1-345D13.1,2
GS1-34D21.1,13
GS1-44D20.1,2
GS1-56H18.2,2
GS1-57L11.1,2
GS1-57L11.2,2
GS1-594A7.3,2
GS1-600G8.3,2
GS1-600G8.4,2
GSAP,6
GSDMB,22
GSDMC,0
GSDMD,5
GSDME,29
GSE1,39
GSEC,14
GSG1,2
GSK3A,5
GSK3B,19
GSKIP,24
GSN,13
GSN-AS1,2
GSPT1,12
GSPT2,15
GSR,20
GSS,5
GSTA4,39
GSTCD,39
GSTK1,24
GSTM1,26
GSTM2,14
GSTM3,15
GSTM4,15
GSTM5,2
GSTO1,12
GSTO2,9
GSTP1,12
GSTT2B,3
GSTZ1,23
GTDC1,9
GTF2A1,5
GTF2A2,14
GTF2B,22
GTF2E1,24
GTF2E2,16
GTF2F1,29
GTF2F2,31
GTF2H1,19
GTF2H2,15
GTF2H2B,2
GTF2H2C,9
GTF2H3,14
GTF2H5,9
GTF2I,5
GTF2IP12,26
GTF2IP13,2
GTF2IP20,14
GTF2IP23,2
GTF2IP4,22
GTF2IP7,2
GTF2IRD1,24
GTF2IRD1P1,2
GTF2IRD2,2
GTF2IRD2B,3
GTF3A,6
GTF3C1,36
GTF3C2,15
GTF3C2-AS1,2
GTF3C3,18
GTF3C4,19
GTF3C5,18
GTF3C6,5
GTPBP1,18
GTPBP10,18
GTPBP2,38
GTPBP3,39
GTPBP4,13
GTPBP8,20
GTSE1,0
GTSE1-DT,2
GTSF1,2
GTSF1L,2
GUCA1B,3
GUCD1,36
GUCY1A1,16
GUCY1A2,2
GUCY1B1,7
GUCY1B2,2
GUCY2C,2
GUCY2D,2
GUCY2F,2
GUCY2GP,2
GUF1,5
GUK1,23
GULOP,2
GULP1,14
GUSB,35
GUSBP1,39
GUSBP11,0
GUSBP2,2
GUSBP3,2
GUSBP5,2
GUSBP9,2
GVINP1,39
GVINP2,2
GVQW3,2
GXYLT1,5
GXYLT1P5,2
GXYLT1P6,2
GXYLT2,13
GYG1,5
GYPC,23
GYPE,2
GYS1,9
GZF1,24
GZMM,2
H1-0,14
H1-1,15
H1-10,24
H1-10-AS1,2
H1-2,5
H1-3,18
H1-4,15
H1-5,7
H1-6,2
H19,0
H2AC11,9
H2AC12,0
H2AC13,2
H2AC14,2
H2AC16,26
H2AC20,29
H2AC21,9
H2AC4,35
H2AC5P,2
H2AC6,24
H2AC8,9
H2AJ,24
H2AW,22
H2AX,9
H2AZ1,19
H2AZ1-DT,2
H2AZ2,23
H2AZ2P1,2
H2AZP1,2
H2AZP4,2
H2BC10,9
H2BC11,31
H2BC12,5
H2BC13,2
H2BC14,2
H2BC15,6
H2BC16P,2
H2BC17,13
H2BC18,29
H2BC19P,2
H2BC20P,34
H2BC21,15
H2BC3,22
H2BC4,24
H2BC5,29
H2BC6,0
H2BC7,23
H2BC8,13
H2BC9,0
H2BP1,13
H2BP2,2
H2BU1,3
H3-2,2
H3-3A,22
H3-3B,12
H3C1,23
H3C10,22
H3C11,0
H3C12,2
H3C13,13
H3C2,3
H3C3,6
H3C6,23
H3C7,2
H3C8,2
H3C9P,2
H3P6,2
H4-16,6
H4C1,22
H4C10P,2
H4C11,2
H4C12,2
H4C13,26
H4C2,20
H4C3,9
H4C4,9
H4C5,5
H4C6,7
H4C8,29
H4C9,7
H6PD,16
HAAO,2
HABP2,2
HABP4,39
HACD1,13
HACD2,23
HACD3,35
HACD4,15
HACE1,6
HACL1,24
HADH,0
HADHA,13
HADHAP1,13
HADHB,19
HAGH,31
HAGHL,23
HAGLR,6
HAGLROS,2
HAL,2
HAO1,13
HAO2,2
HAP1,2
HAPLN1,14
HAPLN3,14
HARBI1,22
HARS1,23
HARS2,5
HAS1,2
HAS2,28
HAS2-AS1,2
HAS3,39
HASPIN,0
HAT1,5
HAUS1,18
HAUS2,5
HAUS3,28
HAUS4,22
HAUS5,29
HAUS6,5
HAUS7,2
HAUS8,39
HAVCR2,13
HAX1,15
HAX1P1,2
HBA1,2
HBEGF,13
HBP1,14
HBS1L,23
HCAR1,2
HCCS,5
HCFC1,36
HCFC1R1,39
HCFC2,5
HCG11,6
HCG15,2
HCG18,5
HCG25,2
HCG27,2
HCG4B,2
HCG4P7,2
HCG9,2
HCK,26
HCLS1,5
HCN2,2
HCN3,2
HCP5,26
HCRTR1,2
HDAC1,38
HDAC10,2
HDAC11,23
HDAC2,23
HDAC2-AS2,2
HDAC3,5
HDAC4,9
HDAC5,5
HDAC6,5
HDAC7,13
HDAC8,0
HDAC9,29
HDDC2,28
HDDC3,15
HDGF,12
HDGFL2,24
HDGFL3,12
HDHD2,2
HDHD3,29
HDHD5,5
HDLBP,11
HDX,13
HEATR1,12
HEATR3,15
HEATR4,2
HEATR5A,5
HEATR5B,18
HEATR6,24
HEBP1,29
HEBP2,23
HECA,38
HECTD1,12
HECTD2,24
HECTD3,22
HECTD4,5
HECW1,2
HECW2,5
HECW2-AS1,13
HEG1,13
HEIH,34
HELB,39
HELLPAR,9
HELLS,6
HELQ,28
HELZ,19
HELZ2,14
HEMGN,2
HEMK1,6
HENMT1,29
HEPH,6
HERC1,13
HERC2,19
HERC2P10,2
HERC2P2,5
HERC2P3,39
HERC2P7,14
HERC2P9,6
HERC3,2
HERC4,5
HERC5,6
HERC6,0
HERPUD1,35
HERPUD2,31
HERPUD2-AS1,16
HES1,14
HES2,2
HES4,34
HES6,0
HESX1,2
HEXA,9
HEXA-AS1,2
HEXB,18
HEXD,9
HEXD-IT1,2
HEXIM1,29
HEXIM2,14
HEY1,6
HEY2,2
HFE,34
HFM1,26
HGD,13
HGF,29
HGFAC,2
HGH1,31
HGS,36
HGSNAT,5
HHAT,0
HHEX,36
HHIP,12
HHIP-AS1,20
HHIPL1,16
HHIPL2,2
HHLA2,2
HHLA3,3
HIBADH,39
HIBCH,39
HIC1,15
HIC2,15
HID1,28
HIF1A,11
HIF1A-AS1,2
HIF1A-AS3,26
HIF1AN,5
HIF3A,22
HIGD1A,5
HIGD1B,2
HIGD2A,18
HIKESHI,24
HILPDA,22
HINFP,28
HINT1,36
HINT3,5
HIP1,36
HIP1R,19
HIPK1,13
HIPK1-AS1,2
HIPK2,12
HIPK3,12
HIPK4,2
HIRA,15
HIRIP3,29
HIVEP1,9
HIVEP2,35
HIVEP3,6
HJURP,13
HK1,12
HK2,16
HK2-DT,9
HK3,2
HKDC1,7
HLA-A,12
HLA-B,12
HLA-C,12
HLA-DMA,13
HLA-DMB,2
HLA-DOA,2
HLA-DOB,2
HLA-DPA1,29
HLA-DPB1,15
HLA-DQA1,2
HLA-DQB1,2
HLA-DRA,15
HLA-DRB1,39
HLA-DRB5,2
HLA-E,30
HLA-F,9
HLA-F-AS1,2
HLA-G,23
HLA-H,6
HLA-J,2
HLA-K,2
HLA-L,39
HLA-U,2
HLA-V,2
HLA-W,2
HLCS,6
HLF,2
HLTF,5
HLX,13
HM13,36
HM13-IT1,2
HMBOX1,5
HMBS,9
HMCES,24
HMCN1,20
HMCN2,22
HMG20A,5
HMG20B,28
HMGA1,30
HMGA1P2,2
HMGA2,36
HMGA2-AS1,23
HMGB1,13
HMGB1P14,2
HMGB1P17,2
HMGB1P20,23
HMGB1P21,2
HMGB1P31,2
HMGB1P5,2
HMGB1P6,2
HMGB1P8,2
HMGB2,15
HMGB3,28
HMGB3P10,2
HMGB3P14,2
HMGB3P17,2
HMGB3P9,2
HMGCL,28
HMGCR,0
HMGCS1,5
HMGN1,23
HMGN1P1,2
HMGN1P13,2
HMGN1P2,2
HMGN2,15
HMGN2P11,2
HMGN2P15,2
HMGN2P38,2
HMGN2P46,7
HMGN2P5,2
HMGN3,20
HMGN3-AS1,9
HMGN4,31
HMGN5,2
HMGXB3,23
HMGXB4,29
HMMR,16
HMOX1,35
HMOX2,23
HNF1B,2
HNF4A,2
HNMT,15
HNRNPA0,19
HNRNPA1,12
HNRNPA1P14,2
HNRNPA1P16,2
HNRNPA1P2,2
HNRNPA1P35,2
HNRNPA1P38,2
HNRNPA1P40,2
HNRNPA1P48,29
HNRNPA1P59,2
HNRNPA1P68,2
HNRNPA1P7,2
HNRNPA2B1,13
HNRNPA3,7
HNRNPA3P11,2
HNRNPA3P9,2
HNRNPAB,36
HNRNPC,11
HNRNPCP4,2
HNRNPCP6,2
HNRNPCP7,2
HNRNPD,15
HNRNPDL,12
HNRNPF,12
HNRNPH1,12
HNRNPH2,19
HNRNPH3,24
HNRNPK,11
HNRNPKP4,2
HNRNPL,36
HNRNPLL,5
HNRNPM,19
HNRNPMP1,2
HNRNPR,12
HNRNPRP1,2
HNRNPU,12
HNRNPUL1,36
HNRNPUL2,20
HOATZ,2
HOMER1,24
HOMER2,2
HOMER3,28
HOMER3-AS1,2
HOMEZ,28
HOOK1,2
HOOK2,0
HOOK3,36
HOPX,2
HORMAD1,2
HORMAD2,2
HOTAIRM1,0
HOXA1,15
HOXA10,23
HOXA10-AS,2
HOXA11,39
HOXA11-AS,2
HOXA13,2
HOXA2,0
HOXA3,9
HOXA4,0
HOXA5,24
HOXA6,13
HOXA7,13
HOXA9,24
HOXA-AS2,9
HOXA-AS3,2
HOXB2,23
HOXB3,39
HOXB4,6
HOXB6,20
HOXB7,39
HOXB8,2
HOXB9,15
HOXB-AS1,2
HOXB-AS3,2
HOXC6,2
HOXC9,2
HOXD1,2
HOXD3,2
HOXD4,2
HOXD8,22
HOXD9,3
HOXD-AS2,2
HP,2
HP1BP3,36
HPCA,2
HPCAL1,15
HPCAL4,2
HPD,2
HPDL,15
HPF1,29
HPN,2
HPRT1,39
HPS1,5
HPS3,28
HPS4,5
HPS5,16
HPS6,23
HPSE,28
HPX,2
HR,2
HRAS,24
HRAT92,2
HRC,2
HRCT1,15
HRG,2
HRH1,20
HRK,2
HRNR,2
HROB,22
HS1BP3,13
HS2ST1,16
HS3ST1,3
HS3ST2,14
HS3ST3A1,2
HS3ST3B1,35
HS6ST1,9
HS6ST2,7
HS6ST3,0
HSBP1,19
HSBP1L1,23
HSCB,39
HSD11B1,15
HSD11B1-AS1,2
HSD11B1L,14
HSD11B2,2
HSD17B10,5
HSD17B11,24
HSD17B12,5
HSD17B13,2
HSD17B14,29
HSD17B1-AS1,0
HSD17B1P1,2
HSD17B2,26
HSD17B4,5
HSD17B6,2
HSD17B7,7
HSD17B7P2,2
HSD17B8,26
HSD3B7,26
HSD3BP5,20
HSDL1,5
HSDL2,28
HSF1,38
HSF2,28
HSF2BP,2
HSF4,2
HSF5,13
HSH2D,2
HSP90AA1,11
HSP90AA2P,3
HSP90AB1,33
HSP90AB2P,2
HSP90AB3P,14
HSP90AB4P,2
HSP90B1,30
HSP90B2P,2
HSPA12A,22
HSPA12B,29
HSPA13,36
HSPA14,9
HSPA1A,11
HSPA1B,29
HSPA1L,39
